study,study_sample,sample_no,publishedyear,country,continent,samplingtype,psychotic_n,delusion_n,ethnicity,globeculturalcluster,diagnosiscoded,mooddisordercoded,setting,scale,validatedmeasure,clinicalassessment,percentfemales,agemean,psychosisdurationyears,percentantipsychoticmedication,qa,theme,cases
Sharma 1979,Sharma 1979 S_1,1,1979,India,Asia,Purposive,198,198.0,Indian,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.313,,,,7,n_expansive_widespread,53.0
Sharma 1979,Sharma 1979 S_1,1,1979,India,Asia,Purposive,198,198.0,Indian,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.313,,,,7,n_known_unknownpeopleingeneral_groups,143.0
Shinn 2012,Shinn 2012 S_2,2,2012,USA,North America,Purposive,246,,,Anglo,Psychosis,no,Both,SCID,Validated,Structured,0.435,36.8,14.8,0.073,10,n_thoughtwithdrawal,10.0
Shinn 2012,Shinn 2012 S_2,2,2012,USA,North America,Purposive,246,,,Anglo,Psychosis,no,Both,SCID,Validated,Structured,0.435,36.8,14.8,0.073,10,n_persecutory,144.0
Shinn 2012,Shinn 2012 S_1,1,2012,USA,North America,Purposive,323,,,Anglo,Psychosis,no,Both,SCID,Validated,Structured,0.471,38.4,17.2,0.186,10,n_persecutory,211.0
Shinn 2012,Shinn 2012 S_1,1,2012,USA,North America,Purposive,323,,,Anglo,Psychosis,no,Both,SCID,Validated,Structured,0.471,38.4,17.2,0.186,10,n_thoughtwithdrawal,25.0
Shinn 2012,Shinn 2012 S_1,1,2012,USA,North America,Purposive,323,,,Anglo,Psychosis,no,Both,SCID,Validated,Structured,0.471,38.4,17.2,0.186,10,n_reference,243.0
Shinn 2012,Shinn 2012 S_2,2,2012,USA,North America,Purposive,246,,,Anglo,Psychosis,no,Both,SCID,Validated,Structured,0.435,36.8,14.8,0.073,10,n_reference,168.0
Shinn 2012,Shinn 2012 S_2,2,2012,USA,North America,Purposive,246,,,Anglo,Psychosis,no,Both,SCID,Validated,Structured,0.435,36.8,14.8,0.073,10,n_thoughtbroadcasting_spokenaloud_dissemination,53.0
Shinn 2012,Shinn 2012 S_1,1,2012,USA,North America,Purposive,323,,,Anglo,Psychosis,no,Both,SCID,Validated,Structured,0.471,38.4,17.2,0.186,10,n_thoughtbroadcasting_spokenaloud_dissemination,118.0
Shinn 2012,Shinn 2012 S_2,2,2012,USA,North America,Purposive,246,,,Anglo,Psychosis,no,Both,SCID,Validated,Structured,0.435,36.8,14.8,0.073,10,n_thoughtinsertion,35.0
Shinn 2012,Shinn 2012 S_2,2,2012,USA,North America,Purposive,246,,,Anglo,Psychosis,no,Both,SCID,Validated,Structured,0.435,36.8,14.8,0.073,10,n_control,40.0
Shinn 2012,Shinn 2012 S_1,1,2012,USA,North America,Purposive,323,,,Anglo,Psychosis,no,Both,SCID,Validated,Structured,0.471,38.4,17.2,0.186,10,n_thoughtinsertion,79.0
Shinn 2012,Shinn 2012 S_1,1,2012,USA,North America,Purposive,323,,,Anglo,Psychosis,no,Both,SCID,Validated,Structured,0.471,38.4,17.2,0.186,10,n_control,94.0
Sinha 1989,Sinha 1989 S_1,1,1989,India,Asia,Purposive,48,,Indian,Southern Asia,Psychosis,no,Inpatient,None used,Not validated,Unstructured,0.417,35.0,,1.0,8,n_persecutory,35.0
Sinha 1989,Sinha 1989 S_1,1,1989,India,Asia,Purposive,48,,Indian,Southern Asia,Psychosis,no,Inpatient,None used,Not validated,Unstructured,0.417,35.0,,1.0,8,n_other,27.0
Sinha 1989,Sinha 1989 S_1,1,1989,India,Asia,Purposive,48,,Indian,Southern Asia,Psychosis,no,Inpatient,None used,Not validated,Unstructured,0.417,35.0,,1.0,8,n_alienation_thoughtalienation,8.0
Sinha 1989,Sinha 1989 S_1,1,1989,India,Asia,Purposive,48,,Indian,Southern Asia,Psychosis,no,Inpatient,None used,Not validated,Unstructured,0.417,35.0,,1.0,8,n_grandiose_grandioseability_grandeur,24.0
Sinha 1989,Sinha 1989 S_1,1,1989,India,Asia,Purposive,48,,Indian,Southern Asia,Psychosis,no,Inpatient,None used,Not validated,Unstructured,0.417,35.0,,1.0,8,n_reference,10.0
Sinha 1989,Sinha 1989 S_1,1,1989,India,Asia,Purposive,48,,Indian,Southern Asia,Psychosis,no,Inpatient,None used,Not validated,Unstructured,0.417,35.0,,1.0,8,n_control,12.0
Smith 2006,Smith 2006 S_1,1,2006,UK,Europe,Purposive,100,,Mixed British,Anglo,Non-affective Psychosis,no,Outpatient,SAPS,Validated,Structured,0.32,39.0,11.7,,9,n_grandiose_grandioseability_grandeur,17.0
Smith 2006,Smith 2006 S_1,1,2006,UK,Europe,Purposive,100,,Mixed British,Anglo,Non-affective Psychosis,no,Outpatient,SAPS,Validated,Structured,0.32,39.0,11.7,,9,n_persecutory,55.0
So 2012,So 2012 S_1,1,2012,UK,Europe,Purposive,273,273.0,Mixed British,Anglo,Psychosis,no,Both,SAPS,Validated,Structured,0.3,37.7,10.78,,10,n_reference,152.0
So 2012,So 2012 S_1,1,2012,UK,Europe,Purposive,273,273.0,Mixed British,Anglo,Psychosis,no,Both,SAPS,Validated,Structured,0.3,37.7,10.78,,10,n_somatic,47.0
So 2012,So 2012 S_1,1,2012,UK,Europe,Purposive,273,273.0,Mixed British,Anglo,Psychosis,no,Both,SAPS,Validated,Structured,0.3,37.7,10.78,,10,n_guilt/sin,23.0
So 2012,So 2012 S_1,1,2012,UK,Europe,Purposive,273,273.0,Mixed British,Anglo,Psychosis,no,Both,SAPS,Validated,Structured,0.3,37.7,10.78,,10,n_jealousy,5.0
So 2012,So 2012 S_1,1,2012,UK,Europe,Purposive,273,273.0,Mixed British,Anglo,Psychosis,no,Both,SAPS,Validated,Structured,0.3,37.7,10.78,,10,n_thoughtbroadcasting_spokenaloud_dissemination,29.0
So 2012,So 2012 S_1,1,2012,UK,Europe,Purposive,273,273.0,Mixed British,Anglo,Psychosis,no,Both,SAPS,Validated,Structured,0.3,37.7,10.78,,10,n_thoughtinsertion,37.0
So 2012,So 2012 S_1,1,2012,UK,Europe,Purposive,273,273.0,Mixed British,Anglo,Psychosis,no,Both,SAPS,Validated,Structured,0.3,37.7,10.78,,10,n_religious,48.0
So 2012,So 2012 S_1,1,2012,UK,Europe,Purposive,273,273.0,Mixed British,Anglo,Psychosis,no,Both,SAPS,Validated,Structured,0.3,37.7,10.78,,10,n_persecutory,157.0
So 2012,So 2012 S_1,1,2012,UK,Europe,Purposive,273,273.0,Mixed British,Anglo,Psychosis,no,Both,SAPS,Validated,Structured,0.3,37.7,10.78,,10,n_thoughtwithdrawal,35.0
So 2012,So 2012 S_1,1,2012,UK,Europe,Purposive,273,273.0,Mixed British,Anglo,Psychosis,no,Both,SAPS,Validated,Structured,0.3,37.7,10.78,,10,n_control,35.0
So 2012,So 2012 S_1,1,2012,UK,Europe,Purposive,273,273.0,Mixed British,Anglo,Psychosis,no,Both,SAPS,Validated,Structured,0.3,37.7,10.78,,10,n_grandiose_grandioseability_grandeur,66.0
So 2012,So 2012 S_1,1,2012,UK,Europe,Purposive,273,273.0,Mixed British,Anglo,Psychosis,no,Both,SAPS,Validated,Structured,0.3,37.7,10.78,,10,n_thought_mindreading,64.0
Sood 2019,Sood 2019 S_1,1,2019,India,Asia,Purposive,186,154.0,Indian,Southern Asia,Schizophrenia,no,Inpatient,OPCRIT-PSE,Validated,Structured,0.46,32.8,5.98,0.973,10,n_bizarre,8.0
Sood 2019,Sood 2019 S_1,1,2019,India,Asia,Purposive,186,154.0,Indian,Southern Asia,Schizophrenia,no,Inpatient,OPCRIT-PSE,Validated,Structured,0.46,32.8,5.98,0.973,10,n_systemised,43.0
Sood 2019,Sood 2019 S_1,1,2019,India,Asia,Purposive,186,154.0,Indian,Southern Asia,Schizophrenia,no,Inpatient,OPCRIT-PSE,Validated,Structured,0.46,32.8,5.98,0.973,10,n_thoughtwithdrawal,4.0
Sood 2019,Sood 2019 S_1,1,2019,India,Asia,Purposive,186,154.0,Indian,Southern Asia,Schizophrenia,no,Inpatient,OPCRIT-PSE,Validated,Structured,0.46,32.8,5.98,0.973,10,n_persecutory,108.0
Sood 2019,Sood 2019 S_1,1,2019,India,Asia,Purposive,186,154.0,Indian,Southern Asia,Schizophrenia,no,Inpatient,OPCRIT-PSE,Validated,Structured,0.46,32.8,5.98,0.973,10,n_thoughtecho_gedankenlautwerden,4.0
Sood 2019,Sood 2019 S_1,1,2019,India,Asia,Purposive,186,154.0,Indian,Southern Asia,Schizophrenia,no,Inpatient,OPCRIT-PSE,Validated,Structured,0.46,32.8,5.98,0.973,10,n_thoughtinsertion,8.0
Sood 2019,Sood 2019 S_1,1,2019,India,Asia,Purposive,186,154.0,Indian,Southern Asia,Schizophrenia,no,Inpatient,OPCRIT-PSE,Validated,Structured,0.46,32.8,5.98,0.973,10,n_schneiderian,104.0
Sood 2019,Sood 2019 S_1,1,2019,India,Asia,Purposive,186,154.0,Indian,Southern Asia,Schizophrenia,no,Inpatient,OPCRIT-PSE,Validated,Structured,0.46,32.8,5.98,0.973,10,n_paranoid,132.0
Sood 2019,Sood 2019 S_1,1,2019,India,Asia,Purposive,186,154.0,Indian,Southern Asia,Schizophrenia,no,Inpatient,OPCRIT-PSE,Validated,Structured,0.46,32.8,5.98,0.973,10,n_perception,53.0
Sood 2019,Sood 2019 S_1,1,2019,India,Asia,Purposive,186,154.0,Indian,Southern Asia,Schizophrenia,no,Inpatient,OPCRIT-PSE,Validated,Structured,0.46,32.8,5.98,0.973,10,n_grandiose_grandioseability_grandeur,7.0
Sood 2019,Sood 2019 S_1,1,2019,India,Asia,Purposive,186,154.0,Indian,Southern Asia,Schizophrenia,no,Inpatient,OPCRIT-PSE,Validated,Structured,0.46,32.8,5.98,0.973,10,n_thoughtbroadcasting_spokenaloud_dissemination,69.0
Stanghellini 2021,Stanghellini 2021 S_1,1,2021,UK,Europe,Purposive,100,,,Anglo,Major Depressive Disorder,yes,Outpatient,AMDP-4,Validated,Structured,0.61,37.23,,,6,n_hypochondriacal,14.0
Startup 2005,Startup 2005 S_1,1,2005,Australia,Australia,Purposive,57,,Australian,Anglo,Schizophrenia,no,Both,SAPS,Validated,Structured,0.526,35.65,,,9,n_massmedia,9.0
Startup 2005,Startup 2005 S_1,1,2005,Australia,Australia,Purposive,57,,Australian,Anglo,Schizophrenia,no,Both,SAPS,Validated,Structured,0.526,35.65,,,9,n_verbal_hints_doublemeanings,14.0
Startup 2005,Startup 2005 S_1,1,2005,Australia,Australia,Purposive,57,,Australian,Anglo,Schizophrenia,no,Both,SAPS,Validated,Structured,0.526,35.65,,,9,n_animal,2.0
Startup 2005,Startup 2005 S_1,1,2005,Australia,Australia,Purposive,57,,Australian,Anglo,Schizophrenia,no,Both,SAPS,Validated,Structured,0.526,35.65,,,9,n_gossip,20.0
Startup 2005,Startup 2005 S_1,1,2005,Australia,Australia,Purposive,57,,Australian,Anglo,Schizophrenia,no,Both,SAPS,Validated,Structured,0.526,35.65,,,9,n_nonverbal_gestures_stances_clothing,7.0
Startup 2005,Startup 2005 S_1,1,2005,Australia,Australia,Purposive,57,,Australian,Anglo,Schizophrenia,no,Both,SAPS,Validated,Structured,0.526,35.65,,,9,n_spy_surveillance,19.0
Startup 2005,Startup 2005 S_1,1,2005,Australia,Australia,Purposive,57,,Australian,Anglo,Schizophrenia,no,Both,SAPS,Validated,Structured,0.526,35.65,,,9,n_grandiose_grandioseability_grandeur,10.0
Startup 2005,Startup 2005 S_1,1,2005,Australia,Australia,Purposive,57,,Australian,Anglo,Schizophrenia,no,Both,SAPS,Validated,Structured,0.526,35.65,,,9,n_persecutory,27.0
Startup 2005,Startup 2005 S_1,1,2005,Australia,Australia,Purposive,57,,Australian,Anglo,Schizophrenia,no,Both,SAPS,Validated,Structured,0.526,35.65,,,9,n_jealousy,0.0
Startup 2005,Startup 2005 S_1,1,2005,Australia,Australia,Purposive,57,,Australian,Anglo,Schizophrenia,no,Both,SAPS,Validated,Structured,0.526,35.65,,,9,n_guilt/sin,3.0
Startup 2005,Startup 2005 S_1,1,2005,Australia,Australia,Purposive,57,,Australian,Anglo,Schizophrenia,no,Both,SAPS,Validated,Structured,0.526,35.65,,,9,n_reference,33.0
Startup 2005,Startup 2005 S_1,1,2005,Australia,Australia,Purposive,57,,Australian,Anglo,Schizophrenia,no,Both,SAPS,Validated,Structured,0.526,35.65,,,9,n_inanimate,7.0
Startup 2008,Startup 2008 S_1,1,2008,UK,Europe,Purposive,28,28.0,Mixed British,Anglo,Psychosis,no,Inpatient,PSE,Validated,Structured,0.393,34.68,,1.0,8,n_mixed_multiple_various,25.0
Startup 2008,Startup 2008 S_1,1,2008,UK,Europe,Purposive,28,28.0,Mixed British,Anglo,Psychosis,no,Inpatient,PSE,Validated,Structured,0.393,34.68,,1.0,8,n_persecutory,28.0
Startup 2008,Startup 2008 S_1,1,2008,UK,Europe,Purposive,28,28.0,Mixed British,Anglo,Psychosis,no,Inpatient,PSE,Validated,Structured,0.393,34.68,,1.0,8,n_grandiose_grandioseability_grandeur,4.0
Startup 2008,Startup 2008 S_1,1,2008,UK,Europe,Purposive,28,28.0,Mixed British,Anglo,Psychosis,no,Inpatient,PSE,Validated,Structured,0.393,34.68,,1.0,8,n_reference,12.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_beingfollowed,2.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_beingphotographed,4.0
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_beingphotographed,1.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_persecutory,88.0
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_beingfollowed,8.0
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_persecutory,100.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_paranormal,4.0
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_paranormal,20.0
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_beingstolenfrom_robbed,4.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_beingstolenfrom_robbed,0.0
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_beingarrested,10.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_beingarrested,6.0
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_police_secretagent_army,5.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_police_secretagent_army,6.0
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_erotomanicheterosexual,4.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_erotomanicheterosexual,1.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_spy_surveillance,0.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_nihilistic_negation,2.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_family_relatives,37.0
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_family_relatives,20.0
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_spy_surveillance,1.0
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_nihilistic_negation,1.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_guilt/sin,0.0
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_guilt/sin,24.0
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_beingkilled,16.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_beingkilled,1.0
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_beingspiedon_watched,18.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_beingspiedon_watched,11.0
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_hypochondriacal,13.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_hypochondriacal,4.0
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_invention,2.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_invention,0.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_resurrection,0.0
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_jealousy,1.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_jealousy,2.0
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_resurrection,1.0
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_descent,3.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_descent,0.0
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_poverty,0.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_poverty,1.0
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_pregnancy,1.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_political,7.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_deathofrelations_persons,0.0
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_deathofrelations_persons,1.0
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_injuryphysical_mental,60.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_injuryphysical_mental,59.0
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_political,1.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_grandiose_grandioseability_grandeur,11.0
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_beingattacked,2.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_beingattacked,1.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_neighbours_friends_closeassociates,45.0
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_neighbours_friends_closeassociates,13.0
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_religious,27.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_religious,5.0
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_poisoning,9.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_poisoning,15.0
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_grandiose_grandioseability_grandeur,27.0
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_medicalstaff_teacher,6.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_beingwiretapped,0.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_pregnancy,0.0
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_unspecified,38.0
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_beingwiretapped,5.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_unspecified,0.0
Stompe 1999,Stompe 1999 S_2,2,1999,Pakistan,Asia,Purposive,108,,Pakistani,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.324,32.4,8.1,,8,n_bewitched,2.0
Stompe 1999,Stompe 1999 S_1,1,1999,Austria,Europe,Purposive,126,,Austrian ,Germanic Europe,Schizophrenia,no,Inpatient,None used,Not validated,Structured,0.44,29.9,6.6,,8,n_bewitched,5.0
